n intercept age male white school income south outmig inmig empth toler selfless altru
1885 1 22 1 1 13 2 0 0 0 14 4 8 3
1886 1 21 1 1 14 110 0 0 0 17 14 8 3
1887 1 36 1 0 17 67.5 0 0 0 21 8 9 4
1888 1 22 0 0 14 22.5 0 0 0 20 8 12 3
1889 1 26 0 1 15 27.5 0 0 0 22 21 14 3
1890 1 61 0 1 14 45 0 0 0 24 19 15 4
1891 1 27 1 1 19 26.25 0 0 0 19 11 10 3
1892 1 33 0 0 12 28.75 0 0 0 18 20 12 5
1893 1 24 1 0 14 23.75 0 0 0 17 21 9 0
1894 1 44 0 0 12 23.75 0 0 0 12 14 10 2
1895 1 62 0 0 12 22.5 0 0 0 22 4 11 2
1896 1 35 1 1 12 32.5 0 0 0 20 11 11 3
1897 1 50 0 1 16 45 0 0 0 28 22 12 4
1898 1 32 0 1 12 67.5 0 0 0 27 14 11 4
1899 1 44 1 1 12 37.5 0 0 0 26 22 9 4
1900 1 66 1 0 10 23.75 0 1 0 28 3 8 4
1901 1 54 1 0 20 82.5 0 0 0 28 17 9 5
1902 1 44 0 1 12 82.5 0 1 0 27 10 10 1
1903 1 61 1 1 15 67.5 0 0 0 25 10 11 3
1904 1 23 1 1 16 5.5 0 0 0 10 11 4 1
1905 1 37 1 1 16 110 1 0 0 14 11 7 3
1906 1 61 0 1 16 82.5 0 0 1 25 21 8 5
1907 1 51 1 1 16 82.5 1 0 0 26 15 8 0
1908 1 45 0 1 13 25 1 0 0 28 6 15 0
1909 1 73 1 1 16 32.5 0 0 1 17 14 12 2
1910 1 44 1 1 12 37.5 1 0 0 26 16 9 1
1911 1 50 1 1 16 100 0 0 1 24 11 12 4
1912 1 52 0 1 14 45 1 0 0 27 14 12 3
1913 1 43 0 1 16 32.5 0 0 1 27 12 11 3
1914 1 65 0 1 18 45 0 0 1 26 12 12 3
1915 1 33 1 1 16 55 1 0 0 26 18 10 4
1916 1 57 0 1 17 45 1 0 0 19 9 8 1
1917 1 33 1 1 14 45 0 0 1 16 7 13 1
1918 1 32 0 1 16 55 0 0 1 20 12 12 5
1919 1 71 0 1 13 9 0 0 1 28 9 13 3
1920 1 81 0 1 18 27.5 0 0 1 28 11 12 3
1921 1 44 0 1 18 110 1 0 0 28 16 7 3
1922 1 56 1 1 12 110 0 0 1 28 18 12 5
1923 1 42 1 1 19 110 0 0 1 24 9 10 1
1924 1 49 0 1 14 55 1 0 0 23 5 6 5
1925 1 39 0 1 16 110 1 0 0 26 18 12 3
1926 1 22 0 0 14 55 1 0 0 18 8 8 2
1927 1 38 0 1 10 45 1 0 0 24 21 11 4
1928 1 64 1 1 16 67.5 1 0 0 23 10 9 3
1929 1 60 1 1 16 55 0 0 1 12 16 7 2
1930 1 69 0 1 15 100 1 0 0 19 2 12 3
1931 1 53 1 0 11 37.5 1 0 0 23 10 12 2
1932 1 52 0 0 13 82.5 1 0 0 16 14 10 3
1933 1 25 0 0 12 32.5 1 0 0 20 15 16 1
1934 1 32 1 0 12 28.75 1 0 0 5 12 8 2
1935 1 27 1 1 14 32.5 1 0 0 19 12 13 2
1936 1 36 1 0 12 22.5 0 0 0 25 18 11 5
1937 1 74 1 1 12 82.5 0 0 0 20 16 11 3
1938 1 56 1 1 18 82.5 0 0 0 28 14 13 1
1939 1 25 1 0 16 9 0 0 0 28 21 11 5
1940 1 56 1 1 19 100 0 0 0 17 11 9 3
1941 1 32 1 1 20 37.5 0 0 0 13 19 10 2
1942 1 82 1 1 15 67.5 0 0 0 12 15 8 2
1943 1 62 0 1 18 55 0 0 0 28 12 11 3
1944 1 55 1 1 16 82.5 0 0 0 23 23 9 1
1945 1 47 0 1 16 110 0 0 0 19 18 11 3
1946 1 55 1 1 16 82.5 0 0 0 23 16 16 1
1947 1 49 0 1 18 82.5 0 0 0 28 14 11 3
1948 1 53 0 1 18 100 0 0 0 28 15 15 5
1949 1 33 0 0 18 37.5 1 0 0 28 17 10 5
1950 1 54 0 0 10 27.5 1 0 0 26 8 10 4
1951 1 35 1 0 12 27.5 1 0 0 13 1 7 3
1952 1 18 1 0 12 4.5 1 0 0 10 12 7 3
1953 1 52 1 0 13 26.25 0 0 1 17 16 12 1
1954 1 29 0 0 12 45 1 0 0 20 14 7 5
1955 1 71 0 1 19 100 0 0 1 28 20 12 0
1956 1 39 1 0 10 27.5 0 0 1 21 12 11 1
1957 1 38 0 0 16 55 1 0 0 24 20 13 1
1958 1 33 1 1 17 82.5 1 0 0 20 18 10 3
1959 1 55 1 1 17 110 1 0 0 21 7 8 3
1960 1 53 1 1 18 67.5 1 0 0 17 8 10 2
1961 1 28 0 0 12 45 0 0 1 20 6 11 4
1962 1 64 1 1 14 27.5 0 0 1 28 24 11 3
1963 1 56 1 1 12 0.5 1 0 0 28 8 9 1
1964 1 71 1 0 9 9 1 0 0 16 1 13 1
1965 1 84 0 1 8 7.5 1 0 0 24 11 9 0
1966 1 89 1 0 0 6.5 1 0 0 15 2 6 0
1967 1 59 0 0 12 26.25 1 0 0 28 8 14 4
1968 1 39 1 0 15 26.25 0 0 0 21 15 9 4
1969 1 50 1 1 13 55 0 0 0 26 29 12 3
1970 1 30 0 1 14 32.5 0 0 0 17 15 5 4
1971 1 32 0 0 12 27.5 0 0 0 28 9 8 3
1972 1 47 0 1 14 55 0 0 0 26 10 10 3
1973 1 59 0 1 12 55 0 0 0 12 3 10 1
1974 1 56 1 1 14 32.5 0 0 0 25 14 9 2
1975 1 58 0 1 12 45 0 0 0 23 9 10 4
1976 1 30 1 1 14 45 0 0 0 14 5 8 2
1977 1 41 1 1 18 55 0 0 0 21 11 11 2
1978 1 60 0 1 15 32.5 0 0 0 20 12 12 3
1979 1 20 1 1 14 55 0 0 0 23 11 12 2
1980 1 47 0 1 18 67.5 0 0 0 26 24 9 5
1981 1 42 0 1 14 55 0 0 0 19 22 7 4
1982 1 36 1 1 16 110 0 0 0 21 21 12 3
1983 1 87 0 1 15 2 0 0 0 20 7 11 1
1984 1 52 1 1 12 55 0 0 0 27 12 13 1
1985 1 83 0 1 12 45 0 0 0 26 14 10 1
1986 1 46 1 1 14 100 0 0 0 15 14 9 1
1987 1 55 0 1 12 45 0 0 0 28 12 15 3
1988 1 49 1 1 14 45 0 0 0 15 5 7 3
1989 1 56 1 1 20 100 0 0 0 20 17 14 2
1990 1 76 0 1 12 25 0 1 0 22 12 10 4
1991 1 46 0 1 13 55 0 0 0 28 16 12 3
1992 1 64 1 1 11 26.25 0 0 0 18 5 11 3
1993 1 81 1 1 12 27.5 1 0 0 28 3 11 1
1994 1 76 0 1 12 55 0 0 1 28 18 11 1
1995 1 35 1 0 12 67.5 1 0 0 15 19 12 1
1996 1 69 1 0 11 3.5 1 0 0 16 6 10 2
1997 1 31 0 0 12 4.5 1 0 0 22 8 7 0
1998 1 53 0 1 10 2 0 0 1 28 15 16 4
1999 1 57 0 1 12 27.5 0 0 1 8 19 13 3
2000 1 58 1 1 12 45 1 0 0 20 12 7 2
2001 1 36 0 1 15 45 1 0 0 19 5 9 4
2002 1 54 1 1 6 82.5 1 0 0 13 12 8 4
2003 1 56 0 1 12 82.5 1 0 0 15 4 5 2
2004 1 51 0 1 13 110 1 0 0 28 6 16 5
2005 1 40 0 1 10 27.5 1 0 0 28 18 16 3
2006 1 74 0 1 3 5.5 1 0 0 28 16 9 4
2007 1 77 0 1 12 82.5 0 0 1 24 7 10 3
2008 1 72 0 1 18 37.5 1 0 0 23 9 9 3
2009 1 33 1 1 12 28.75 1 0 0 20 14 13 4
2010 1 39 1 1 11 27.5 0 0 0 10 2 8 1
2011 1 54 0 1 12 32.5 0 0 0 21 8 12 2
2012 1 39 0 1 16 27.5 0 0 0 22 22 8 4
2013 1 60 1 1 14 45 0 0 0 19 8 9 2
2014 1 20 1 1 8 26.25 0 0 0 21 0 8 2
2015 1 27 1 1 12 28.75 0 0 0 15 2 5 2
2016 1 36 0 1 13 100 0 0 0 25 17 9 3
2017 1 83 1 1 12 82.5 0 0 0 12 10 8 1
2018 1 42 0 1 17 27.5 0 0 0 22 13 11 3
2019 1 38 0 1 12 23.75 0 0 0 27 11 14 5
2020 1 60 1 1 13 67.5 0 0 0 28 17 12 3
2021 1 55 0 1 12 55 0 0 0 27 15 14 2
2022 1 23 1 1 12 55 0 0 0 24 11 11 2
2023 1 25 0 1 13 37.5 0 0 0 25 13 13 3
2024 1 46 0 1 18 82.5 0 0 0 23 11 11 3
2025 1 41 1 1 16 67.5 0 0 0 15 13 10 2
2026 1 45 0 1 12 45 0 1 0 24 17 16 4
2027 1 61 0 1 8 9 0 0 0 28 8 12 4
2028 1 47 0 1 10 25 0 0 0 27 19 11 4
2029 1 22 0 1 13 27.5 0 0 0 19 3 7 2
2030 1 64 0 1 10 27.5 0 0 0 28 13 9 4
2031 1 22 0 1 14 6.5 0 0 0 21 18 11 2
2032 1 33 1 1 17 100 0 0 0 19 9 9 3
2033 1 22 1 1 14 2 0 1 0 21 14 5 2
2034 1 74 0 1 12 26.25 0 0 0 22 14 11 3
2035 1 40 0 1 20 82.5 0 0 0 23 17 10 1
2036 1 24 1 1 16 27.5 0 0 0 17 19 10 5
2037 1 70 0 1 11 32.5 0 0 0 21 28 10 3
2038 1 29 1 1 12 67.5 0 0 0 14 13 7 2
2039 1 23 1 1 14 32.5 0 0 0 20 25 10 2
2040 1 50 1 1 12 45 0 0 0 19 5 10 3
2041 1 23 1 1 15 5.5 0 0 0 16 15 9 3
2042 1 60 1 1 14 26.25 1 0 0 26 10 11 2
2043 1 65 1 1 4 6.5 1 0 0 10 2 6 3
2044 1 30 1 1 12 27.5 1 0 0 24 9 11 4
2045 1 55 1 1 10 55 1 0 0 22 4 5 3
2046 1 63 1 1 8 23.75 1 0 0 18 7 8 3
2047 1 41 1 1 13 25 1 0 0 19 10 9 3
2048 1 47 0 1 12 25 1 0 0 27 13 12 3
2049 1 33 0 0 8 22.5 1 0 0 12 7 11 0
2050 1 39 1 1 11 32.5 1 0 0 28 16 14 5
2051 1 89 1 0 4 25 1 0 0 28 16 12 4
2052 1 43 1 1 12 37.5 1 0 0 21 7 10 1
2053 1 28 1 1 11 28.75 1 0 0 28 31 7 0
2054 1 75 0 1 0 23.75 1 0 0 8 2 11 5
2055 1 33 0 0 11 3.5 1 0 0 25 13 13 3
2056 1 57 0 1 12 45 1 0 0 20 19 10 4
2057 1 28 0 0 12 27.5 0 0 1 23 15 8 2
2058 1 39 0 1 12 67.5 1 0 0 23 6 8 3
2059 1 56 0 1 14 32.5 1 0 0 28 18 10 5
2060 1 64 1 1 12 32.5 1 0 0 28 25 11 2
2061 1 46 0 1 12 100 0 0 0 26 12 10 3
2062 1 52 1 1 13 82.5 0 0 0 23 15 15 3
2063 1 33 0 1 16 45 0 0 0 20 10 10 1
2064 1 27 0 1 12 67.5 0 0 0 19 11 8 1
2065 1 46 1 1 14 82.5 0 0 0 24 12 10 2
2066 1 50 1 1 12 67.5 0 0 0 23 8 10 3
2067 1 51 0 1 14 55 0 0 0 28 29 12 4
2068 1 53 1 1 12 82.5 0 0 0 19 10 8 4
2069 1 47 0 1 12 67.5 0 0 0 19 9 11 2
2070 1 33 1 1 2 82.5 0 0 0 18 7 12 3
2071 1 53 0 1 14 27.5 0 0 0 25 15 13 5
2072 1 44 0 1 12 28.75 0 0 0 19 11 9 2
2073 1 19 1 1 12 4.5 0 0 0 19 8 8 3
2074 1 87 0 1 12 25 0 0 0 14 9 8 1
2075 1 85 1 1 8 25 0 0 0 18 4 10 3
2076 1 43 0 1 13 100 0 0 0 19 19 9 4
2077 1 31 0 1 14 26.25 0 0 0 20 18 12 3
2078 1 52 1 1 12 55 0 0 0 15 12 10 2
2079 1 72 1 1 12 37.5 0 0 0 15 13 10 2
2080 1 68 1 1 16 82.5 0 0 0 26 13 10 2
2081 1 43 1 1 12 37.5 1 0 0 11 9 11 3
2082 1 87 1 1 8 23.75 1 0 0 19 1 11 0
2083 1 69 1 1 10 110 1 0 0 18 19 8 2
2084 1 34 0 0 14 26.25 0 0 1 28 16 8 0
2085 1 41 0 1 8 32.5 1 0 0 16 7 4 3
2086 1 72 0 0 7 6.5 0 0 1 28 17 14 4
2087 1 50 0 1 13 55 1 0 0 20 10 11 2
2088 1 45 1 0 12 67.5 0 0 0 14 7 8 1
2089 1 75 1 1 1 67.5 0 0 0 22 7 8 3
2090 1 29 0 1 15 67.5 0 0 0 23 12 9 3
2091 1 20 0 1 12 0.5 0 0 0 8 4 6 0
2092 1 37 0 1 11 9 0 0 0 13 13 11 4
2093 1 42 1 1 12 6.5 0 0 0 21 10 9 2
2094 1 40 0 1 16 55 0 0 0 27 24 15 4
2095 1 29 1 1 12 45 0 0 0 24 12 7 4
2096 1 58 0 1 12 25 0 0 0 28 15 14 4
2097 1 30 1 1 12 27.5 0 0 0 26 5 10 4
2098 1 23 0 1 15 9 0 0 0 24 14 10 4
2099 1 30 1 1 11 55 0 0 0 16 20 10 2
2100 1 43 1 1 12 23.75 0 0 0 16 4 9 2
2101 1 50 1 1 16 27.5 0 0 0 20 9 9 0
2102 1 32 1 1 11 32.5 0 0 0 18 30 7 2
2103 1 45 1 1 12 55 0 0 0 6 1 5 0
2104 1 23 1 1 12 32.5 0 0 0 16 3 8 2
2105 1 40 0 1 12 55 0 0 0 22 11 8 5
2106 1 72 1 1 17 45 0 0 0 14 17 8 2
2107 1 61 1 1 3 0.5 0 0 0 19 6 10 0
2108 1 21 0 1 13 25 0 0 0 24 14 14 3
2109 1 35 0 1 13 3.5 0 0 0 16 6 8 4
2110 1 45 1 1 12 37.5 0 0 0 26 16 8 1
2111 1 27 0 1 13 27.5 0 0 0 25 10 10 4
2112 1 48 1 1 12 55 0 0 0 14 11 8 2
2113 1 31 0 1 13 32.5 1 0 0 23 21 9 5
2114 1 54 0 1 12 37.5 1 0 0 28 13 14 4
2115 1 45 1 0 10 23.75 1 0 0 24 23 8 2
2116 1 36 1 0 13 32.5 1 0 0 18 24 8 3
2117 1 46 0 0 15 9 1 0 0 2 16 8 3
2118 1 49 0 0 12 32.5 1 0 0 17 9 9 2
2119 1 55 0 0 11 25 1 0 0 28 9 14 4
2120 1 49 0 0 11 23.75 1 0 0 28 20 10 0
2121 1 47 1 0 14 82.5 1 0 0 27 19 14 1
2122 1 48 1 1 16 82.5 1 0 0 21 15 11 1
2123 1 53 1 1 16 110 1 0 0 24 19 12 3
2124 1 37 1 1 12 82.5 1 0 0 16 20 9 3
2125 1 32 0 1 13 45 1 0 0 27 11 12 4
2126 1 52 1 1 16 110 1 0 0 28 14 12 5
2127 1 21 1 1 12 27.5 1 0 0 21 16 13 4
2128 1 66 1 1 12 27.5 1 0 0 24 15 9 1
2129 1 36 0 0 9 26.25 1 0 0 23 20 11 5
2130 1 20 0 0 9 5.5 1 0 0 13 6 8 2
2131 1 27 0 1 15 32.5 0 1 0 13 15 10 3
2132 1 43 0 1 16 37.5 0 0 0 16 9 6 2
2133 1 19 1 1 20 110 0 0 0 20 8 12 4
2134 1 26 1 0 17 32.5 0 0 0 20 11 8 2
2135 1 40 0 1 16 37.5 0 0 0 16 13 8 4
2136 1 38 0 1 15 37.5 0 0 0 23 18 10 3
2137 1 40 1 1 14 23.75 0 0 0 28 12 16 3
2138 1 26 0 1 17 37.5 0 1 0 21 17 11 3
2139 1 32 1 1 14 82.5 0 0 0 17 25 9 2
2140 1 54 1 1 16 45 0 0 0 18 23 9 2
2141 1 22 1 1 12 37.5 0 0 0 19 12 6 2
2142 1 26 0 1 14 27.5 0 0 0 23 15 9 3
2143 1 74 1 1 14 37.5 0 0 0 17 16 6 4
2144 1 35 0 1 16 25 0 0 0 20 18 10 3
2145 1 20 0 1 12 5.5 0 0 0 13 17 10 4
2146 1 25 0 1 15 28.75 0 0 0 20 22 12 3
2147 1 36 0 1 14 55 0 0 0 24 15 11 3
2148 1 27 1 1 14 32.5 0 0 0 14 12 8 3
2149 1 30 1 1 14 45 0 0 0 21 13 8 3
2150 1 75 0 1 12 23.75 0 0 0 15 1 6 3
2151 1 71 1 1 18 27.5 0 0 0 19 9 10 3
2152 1 28 1 1 16 82.5 0 0 0 21 19 12 5
2153 1 27 1 1 12 82.5 0 0 0 18 7 10 1
2154 1 52 0 1 16 110 0 0 0 12 13 7 1
2155 1 29 0 0 13 37.5 0 0 0 28 11 10 2
2156 1 40 1 1 9 55 0 0 0 18 12 12 3
2157 1 78 1 1 10 32.5 0 0 0 17 9 4 3
2158 1 32 1 0 14 45 0 0 0 15 12 7 4
2159 1 37 1 1 13 82.5 0 0 0 17 22 9 3
2160 1 39 0 1 18 45 0 0 0 21 4 11 2
2161 1 75 1 1 8 55 0 0 0 13 22 9 1
2162 1 32 0 1 12 23.75 0 0 0 20 14 8 4
2163 1 53 0 1 16 37.5 0 0 0 21 11 7 0
2164 1 52 1 1 16 67.5 0 0 0 19 10 11 3
2165 1 76 0 1 8 28.75 0 0 0 18 7 13 3
2166 1 53 1 1 9 26.25 0 0 0 24 9 8 3
2167 1 23 0 1 12 9 0 0 0 24 13 12 2
2168 1 48 1 1 12 45 0 0 0 18 15 9 3
2169 1 30 1 1 12 25 0 0 0 19 13 6 4
2170 1 37 0 0 12 23.75 1 0 0 24 11 10 4
2171 1 27 0 0 14 25 1 0 0 21 8 8 1
2172 1 72 0 1 12 27.5 1 0 0 28 20 11 3
2173 1 34 1 1 10 27.5 1 0 0 19 16 9 2
2174 1 25 1 1 17 27.5 1 0 0 22 15 9 3
2175 1 52 0 1 16 82.5 1 0 0 27 15 16 5
2176 1 34 1 1 12 32.5 1 0 0 23 8 11 3
2177 1 77 1 1 14 27.5 0 0 1 28 14 15 2
2178 1 43 1 1 13 55 1 0 0 22 12 11 2
2179 1 40 0 1 15 67.5 0 0 1 23 23 13 3
2180 1 62 1 1 12 45 1 0 0 25 16 10 1
2181 1 56 0 1 12 32.5 0 0 1 28 19 14 5
2182 1 64 1 1 0 7.5 1 0 0 24 10 16 3
2183 1 59 0 1 12 7.5 1 0 0 28 7 10 3
2184 1 52 0 1 16 82.5 1 0 0 15 8 6 2
2185 1 33 0 1 15 67.5 1 0 0 17 18 8 2
2186 1 31 0 1 13 82.5 1 0 0 17 11 7 4
2187 1 50 1 1 17 100 1 0 0 20 21 13 4
2188 1 46 0 1 12 32.5 1 0 0 26 2 12 0
2189 1 29 0 1 16 100 1 0 0 20 13 8 2
2190 1 22 1 1 14 110 1 0 0 24 25 6 2
2191 1 36 0 1 12 100 0 0 1 26 7 11 2
2192 1 52 1 1 16 110 1 0 0 12 13 9 4
2193 1 49 0 1 10 55 1 0 0 28 13 4 4
2194 1 56 0 1 12 22.5 1 0 0 18 10 10 3
2195 1 31 1 1 11 82.5 1 0 0 16 2 8 2
2196 1 56 0 1 15 27.5 1 0 0 15 9 12 4
2197 1 32 0 1 12 28.75 1 0 0 24 13 8 2
2198 1 70 1 1 16 110 1 0 0 19 21 11 2
2199 1 33 0 1 12 22.5 1 0 0 22 9 10 4
2200 1 80 0 1 15 100 1 0 0 27 7 10 4
2201 1 67 0 0 11 3.5 1 0 0 15 1 8 0
2202 1 36 0 1 12 27.5 1 0 0 28 8 10 5
2203 1 34 0 0 12 32.5 1 0 0 17 17 8 3
2204 1 25 0 1 8 26.25 1 0 0 25 7 8 1
2205 1 61 0 1 15 67.5 0 0 0 22 21 13 3
2206 1 56 0 1 17 67.5 0 1 0 21 25 13 3
2207 1 51 0 1 16 67.5 0 0 0 17 10 9 3
2208 1 33 0 1 12 55 1 0 0 24 11 11 3
2209 1 39 0 1 12 7.5 1 0 0 28 5 13 0
2210 1 25 1 1 13 32.5 1 0 0 19 9 9 2
2211 1 35 0 0 13 55 1 0 0 4 7 12 1
2212 1 45 0 1 13 45 0 0 0 14 10 8 1
2213 1 67 1 1 10 27.5 0 0 0 20 11 11 2
2214 1 80 0 1 10 26.25 0 0 0 20 2 8 3
2215 1 37 0 1 12 26.25 0 0 0 16 24 9 3
2216 1 39 1 1 14 55 0 0 0 17 19 10 3
2217 1 38 0 1 14 32.5 1 0 0 23 19 8 3
2218 1 66 1 0 12 27.5 0 0 1 23 15 8 1
2219 1 75 0 1 13 22.5 0 0 1 19 2 4 0
2220 1 71 1 1 16 82.5 0 0 1 25 20 15 3
2221 1 25 1 1 18 110 0 0 0 25 16 8 3
2222 1 40 0 1 16 110 0 0 0 26 23 12 4
2223 1 25 1 1 12 110 0 0 0 14 4 8 1
2224 1 46 0 1 12 82.5 0 0 0 28 26 16 2
2225 1 46 0 1 12 45 0 0 0 22 12 8 4
2226 1 26 0 1 19 25 0 0 0 22 21 15 2
2227 1 36 0 0 12 27.5 0 0 0 18 7 10 1
2228 1 54 1 1 18 55 0 0 0 13 11 11 3
2229 1 36 1 1 16 82.5 0 0 0 15 12 8 3
2230 1 32 0 0 12 27.5 0 1 0 15 16 8 1
2231 1 40 1 0 11 32.5 0 0 0 23 16 9 4
2232 1 26 0 1 12 26.25 0 0 0 28 9 7 1
2233 1 65 0 1 16 32.5 0 0 0 26 7 12 3
2234 1 76 0 1 13 55 0 0 0 24 18 11 2
2235 1 70 1 1 11 67.5 0 0 0 20 3 8 3
2236 1 34 1 1 19 110 0 0 0 19 16 11 3
2237 1 23 0 1 12 26.25 0 0 0 26 13 13 2
2238 1 85 0 1 12 9 0 0 0 21 14 7 2
2239 1 25 1 1 13 22.5 1 0 0 17 23 9 3
2240 1 21 0 1 15 22.5 1 0 0 22 9 12 1
2241 1 48 0 1 11 45 1 0 0 28 3 11 2
2242 1 56 0 1 14 37.5 0 0 0 23 14 13 3
2243 1 47 1 1 14 82.5 0 0 0 18 6 11 3
2244 1 62 1 1 12 67.5 0 0 0 21 7 5 2
2245 1 46 1 1 16 32.5 0 0 0 16 11 12 5
2246 1 31 0 1 12 55 0 0 0 28 10 10 2
2247 1 46 1 1 12 67.5 1 0 0 27 14 10 3
2248 1 73 1 1 11 9 1 0 0 13 6 8 2
2249 1 51 1 1 13 27.5 0 0 0 16 7 7 3
2250 1 40 1 1 16 82.5 0 0 0 16 19 12 2
2251 1 73 0 1 16 28.75 0 0 0 24 17 11 4
2252 1 43 1 1 12 45 0 0 1 15 7 8 2
2253 1 44 0 1 20 82.5 0 0 0 19 10 8 4
2254 1 82 1 1 16 45 0 0 0 24 20 13 1
2255 1 55 1 1 14 55 1 0 0 22 20 12 1
2256 1 80 0 1 12 28.75 1 0 0 28 10 13 0
2257 1 30 0 1 12 27.5 0 0 1 20 7 9 4
2258 1 74 0 1 16 45 1 0 0 22 10 11 3
2259 1 73 0 1 10 22.5 1 0 0 25 4 14 4
2260 1 36 0 1 17 110 0 0 0 20 13 11 2
2261 1 42 1 1 17 45 0 0 0 17 19 12 2
2262 1 37 0 1 12 26.25 0 0 0 20 9 12 2
2263 1 35 1 1 16 45 0 0 0 13 15 5 4
2264 1 43 0 1 20 45 0 0 0 23 15 13 4
2265 1 46 0 0 13 82.5 0 0 0 25 16 11 4
2266 1 58 0 1 12 27.5 1 0 0 26 10 10 3
2267 1 40 1 1 18 110 1 0 0 11 19 10 2
2268 1 30 0 1 12 25 1 0 0 28 16 12 5
2269 1 46 1 1 12 2 1 0 0 24 14 9 5
2270 1 58 1 1 15 67.5 0 0 1 19 21 10 2
2271 1 42 1 1 15 110 0 0 1 11 7 6 4
2272 1 28 0 1 12 27.5 0 0 0 27 11 13 2
2273 1 26 0 1 16 32.5 0 0 0 19 11 12 1
2274 1 42 1 1 12 28.75 0 0 0 15 9 9 2
2275 1 43 1 1 13 37.5 1 0 0 25 31 7 3
2276 1 51 1 0 18 27.5 0 0 0 14 11 11 1
2277 1 23 1 1 14 3.5 0 0 0 22 18 9 3
2278 1 28 1 1 19 28.75 0 0 0 9 20 6 5
2279 1 22 0 1 14 9 0 0 0 24 25 11 1
2280 1 20 1 1 12 2 0 0 0 22 12 8 2
2281 1 71 1 1 12 67.5 0 0 0 25 7 11 3
2282 1 41 0 1 15 3.5 0 0 0 28 10 8 3
2283 1 42 1 0 12 82.5 1 0 0 9 11 10 4
2284 1 45 1 0 16 9 1 0 0 20 8 14 4
2285 1 37 0 1 12 22.5 1 0 0 17 7 11 1
2286 1 40 0 0 12 22.5 0 0 0 25 7 11 1
2287 1 87 0 1 9 22.5 0 1 0 24 3 14 2
2288 1 34 0 1 16 45 0 0 0 19 15 13 3
2289 1 24 1 1 15 23.75 0 0 0 17 16 9 3
2290 1 52 1 1 12 45 1 0 0 24 14 10 3
2291 1 41 1 1 9 3.5 1 0 0 18 6 8 2
2292 1 26 0 0 14 9 1 0 0 23 15 11 2
2293 1 30 0 0 13 37.5 1 0 0 18 11 7 1
2294 1 32 1 1 14 45 1 0 0 28 6 11 3
2295 1 28 0 1 10 25 1 0 0 28 9 10 5
2296 1 52 0 1 16 27.5 1 0 0 20 5 10 2
2297 1 24 0 0 11 32.5 0 0 0 27 11 10 3
2298 1 75 0 1 5 3.5 0 1 0 28 11 7 3
2299 1 28 1 1 16 37.5 0 0 0 20 10 14 3
2300 1 55 0 1 12 7.5 0 0 0 22 14 12 2
2301 1 68 1 1 16 82.5 0 0 1 22 9 9 3
2302 1 48 0 0 14 100 1 0 0 24 13 8 4
2303 1 61 0 1 12 27.5 1 0 0 18 17 7 1
2304 1 66 1 1 12 45 1 0 0 25 20 13 3
2305 1 25 1 1 12 27.5 1 0 0 26 23 11 5
2306 1 85 0 1 14 23.75 0 0 0 25 2 11 1
2307 1 67 0 1 13 27.5 0 0 0 28 21 12 1
2308 1 20 0 1 14 55 0 0 0 28 14 14 4
2309 1 30 0 1 10 22.5 0 0 0 21 6 8 3
2310 1 31 1 0 15 55 1 0 0 18 17 6 3
2311 1 36 1 0 12 55 1 0 0 18 7 11 5
2312 1 22 1 1 9 28.75 0 1 0 14 7 6 2
2313 1 46 1 1 13 82.5 1 0 0 12 17 8 3
2314 1 29 0 0 13 999 0 0 0 24 25 13 4
2315 1 19 1 1 13 999 0 0 0 21 4 10 1
2316 1 26 1 1 16 999 0 0 0 23 13 8 3
2317 1 59 0 1 8 999 0 0 0 16 17 11 4
2318 1 57 1 0 18 999 0 0 0 15 5 9 3
2319 1 43 1 0 12 999 0 0 0 28 3 9 4
2320 1 63 1 1 13 999 0 0 0 10 3 7 3
2321 1 37 0 0 12 999 0 0 0 20 7 11 4
2322 1 57 1 0 15 999 0 0 0 12 33 10 5
2323 1 28 0 1 12 999 0 0 0 21 4 12 3
2324 1 42 1 1 14 999 0 0 0 19 10 11 4
2325 1 21 1 1 15 999 0 0 0 23 10 9 4
2326 1 30 1 0 14 999 0 0 0 20 9 8 2
2327 1 23 1 0 15 999 0 0 0 15 15 7 3
2328 1 45 1 0 15 999 0 0 0 25 4 16 1
2329 1 27 1 1 11 999 0 0 0 21 13 12 5
2330 1 25 0 1 16 999 0 0 0 20 15 11 3
2331 1 78 0 1 14 999 0 0 0 23 18 12 4
2332 1 19 1 1 11 999 0 0 0 21 21 8 4
2333 1 44 1 1 13 999 0 0 0 21 8 10 5
2334 1 43 0 1 15 999 0 0 0 20 11 9 5
2335 1 49 1 1 12 999 0 0 0 22 21 13 4
2336 1 33 1 1 16 999 0 0 0 14 24 12 1
2337 1 48 1 0 11 999 1 0 0 18 26 8 4
2338 1 22 0 0 13 999 1 0 0 18 27 8 3
2339 1 20 0 0 12 999 1 0 0 15 15 9 0
2340 1 20 0 0 8 999 0 0 0 11 3 8 2
2341 1 22 1 0 12 999 0 0 0 20 10 7 3
2342 1 40 1 0 16 999 0 0 0 23 16 9 4
2343 1 44 0 1 18 999 0 0 0 18 11 11 4
2344 1 79 0 1 11 999 1 0 0 21 5 10 2
2345 1 49 1 1 13 999 1 0 0 23 17 9 5
2346 1 38 1 1 12 999 1 0 0 26 19 11 5
2347 1 38 0 1 12 999 0 0 1 19 21 12 4
